,Outcome,Sex_Intact Female,Sex_Intact Male,Sex_Neutered Male,Sex_Spayed Female,Sex_Unknown,AnimalType_Cat,AnimalType_Dog,HasName_Yes,HasName_No,Age_in_Months,Colors,Breeds
23221,Transfer,0,0,1,0,0,0,1,1,0,120.0,Tan,Mix
23222,Adoption,0,0,1,0,0,1,0,1,0,24.0,BiColor,Mix
23223,Transfer,0,0,0,1,0,1,0,1,0,12.0,Torbie,Mix
23224,Adoption,0,0,0,1,0,0,1,1,0,1.0,Tan,Mix
23225,Transfer,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
23226,Adoption,0,0,1,0,0,0,1,1,0,4.0,Black,Hybrid
23227,Euthanasia,1,0,0,0,0,0,1,0,1,12.0,Tan,Purebreed
23228,Euthanasia,1,0,0,0,0,0,1,1,0,96.0,BiColor,Mix
23229,Adoption,0,0,1,0,0,0,1,1,0,72.0,Tricolor,Hybrid
23230,Adoption,0,0,0,1,0,0,1,0,1,12.0,BiColor,Mix
23231,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
23232,Return_to_owner,0,0,0,1,0,0,1,1,0,108.0,Tricolor,Mix
23233,Transfer,0,0,1,0,0,0,1,0,1,7.0,Brown,Mix
23234,Return_to_owner,0,0,1,0,0,1,0,1,0,60.0,Tabby,Mix
23235,Return_to_owner,0,0,1,0,0,0,1,1,0,108.0,BiColor,Mix
23236,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
23237,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
23238,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Hybrid
23239,Return_to_owner,0,0,0,1,0,1,0,1,0,144.0,Seal Point,Mix
23240,Return_to_owner,0,0,0,1,0,1,0,1,0,72.0,Blue,Mix
23241,Adoption,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
23242,Transfer,1,0,0,0,0,1,0,0,1,0.75,Black,Mix
23243,Return_to_owner,0,0,1,0,0,0,1,1,0,156.0,Brown,Mix
23244,Return_to_owner,1,0,0,0,0,0,1,1,0,12.0,White,Mix
23245,Adoption,0,0,0,1,0,1,0,1,0,3.0,Tabby,Mix
23246,Euthanasia,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
23247,Return_to_owner,1,0,0,0,0,0,1,1,0,168.0,BiColor,Purebreed
23248,Return_to_owner,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
23249,Transfer,0,0,0,1,0,0,1,0,1,2.0,BiColor,Mix
23250,Adoption,0,0,1,0,0,0,1,1,0,12.0,Tricolor,Hybrid
23251,Adoption,0,0,1,0,0,1,0,1,0,3.0,Tabby,Mix
23252,Transfer,0,1,0,0,0,1,0,1,0,2.0,Tabby,Mix
23253,Return_to_owner,0,0,1,0,0,0,1,1,0,48.0,White,Hybrid
23254,Adoption,0,0,0,1,0,0,1,1,0,2.0,BiColor,Mix
23255,Adoption,0,0,1,0,0,1,0,0,1,2.0,BiColor,Mix
23256,Adoption,0,0,1,0,0,0,1,0,1,6.0,BiColor,Purebreed
23257,Transfer,1,0,0,0,0,0,1,0,1,8.0,BiColor,Mix
23258,Transfer,1,0,0,0,0,1,0,0,1,5.0,Tabby,Mix
23259,Adoption,0,0,1,0,0,1,0,1,0,3.0,BiColor,Mix
23260,Transfer,0,1,0,0,0,1,0,0,1,0.25,Tabby,Mix
23261,Euthanasia,0,0,1,0,0,0,1,1,0,144.0,BiColor,Mix
23262,Adoption,0,0,0,1,0,0,1,1,0,1.0,BiColor,Mix
23263,Transfer,1,0,0,0,0,0,1,0,1,4.0,BiColor,Mix
23264,Return_to_owner,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
23265,Return_to_owner,0,0,1,0,0,0,1,1,0,84.0,BiColor,Hybrid
23266,Transfer,1,0,0,0,0,1,0,1,0,1.0,Black,Mix
23267,Return_to_owner,0,0,1,0,0,0,1,1,0,60.0,BiColor,Hybrid
23268,Transfer,0,1,0,0,0,0,1,0,1,1.0,Black,Mix
23269,Transfer,0,1,0,0,0,1,0,0,1,24.0,BiColor,Mix
23270,Transfer,0,0,1,0,0,1,0,1,0,4.0,Black,Mix
23271,Adoption,0,0,0,1,0,1,0,1,0,5.0,Torbie,Mix
23272,Adoption,0,0,0,1,0,0,1,1,0,12.0,White,Mix
23273,Transfer,1,0,0,0,0,1,0,0,1,24.0,BiColor,Mix
23274,Return_to_owner,0,0,1,0,0,0,1,1,0,8.0,BiColor,Mix
23275,Adoption,0,0,1,0,0,0,1,0,1,2.0,Sable,Hybrid
23276,Adoption,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
23277,Transfer,1,0,0,0,0,1,0,0,1,12.0,Black,Mix
23278,Transfer,1,0,0,0,0,0,1,0,1,2.0,Black,Mix
23279,Transfer,0,1,0,0,0,0,1,0,1,120.0,Buff,Mix
23280,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
23281,Return_to_owner,0,0,1,0,0,0,1,1,0,84.0,Black,Mix
23282,Return_to_owner,0,0,1,0,0,0,1,1,0,60.0,Chocolate,Mix
23283,Euthanasia,0,1,0,0,0,0,1,0,1,36.0,Brown Brindle,Mix
23284,Adoption,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
23285,Adoption,0,0,1,0,0,0,1,1,0,12.0,Black,Mix
23286,Adoption,0,1,0,0,0,0,1,1,0,12.0,BiColor,Mix
23287,Transfer,0,1,0,0,0,1,0,0,1,24.0,Tabby,Mix
23288,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
23289,Adoption,0,0,0,1,0,1,0,1,0,2.0,Blue,Mix
23290,Transfer,0,0,1,0,0,0,1,0,1,60.0,White,Purebreed
23291,Adoption,0,0,1,0,0,1,0,0,1,2.0,Tabby,Mix
23292,Adoption,0,0,0,1,0,1,0,1,0,3.0,Black,Mix
23293,Transfer,0,1,0,0,0,1,0,0,1,0.75,BiColor,Mix
23294,Transfer,0,0,1,0,0,0,1,1,0,120.0,BiColor,Mix
23295,Transfer,1,0,0,0,0,1,0,1,0,1.0,BiColor,Mix
23296,Transfer,0,1,0,0,0,1,0,1,0,1.0,BiColor,Mix
23297,Adoption,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
23298,Adoption,0,0,0,1,0,0,1,1,0,12.0,Tricolor,Mix
23299,Euthanasia,0,0,0,1,0,1,0,0,1,24.0,BiColor,Mix
23300,Return_to_owner,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
23301,Euthanasia,1,0,0,0,0,1,0,1,0,2.0,Torbie,Mix
23302,Transfer,0,0,0,0,1,1,0,0,1,0.25,Blue,Mix
23303,Adoption,0,0,0,1,0,0,1,0,1,2.0,BiColor,Mix
23304,Return_to_owner,0,0,1,0,0,0,1,1,0,36.0,Cream,Mix
23305,Adoption,0,0,0,1,0,1,0,1,0,2.0,BiColor,Mix
23306,Return_to_owner,0,0,1,0,0,0,1,1,0,120.0,BiColor,Hybrid
23307,Adoption,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
23308,Adoption,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
23309,Adoption,0,0,1,0,0,0,1,1,0,2.0,BiColor,Purebreed
23310,Transfer,1,0,0,0,0,1,0,0,1,12.0,Tortie,Mix
23311,Euthanasia,0,0,0,0,1,0,1,1,0,48.0,BiColor,Mix
23312,Return_to_owner,0,0,1,0,0,1,0,1,0,84.0,Black,Mix
23313,Return_to_owner,0,0,0,1,0,0,1,1,0,48.0,BiColor,Mix
23314,Adoption,0,0,1,0,0,1,0,0,1,5.0,Tabby,Mix
23315,Adoption,0,0,1,0,0,1,0,1,0,48.0,BiColor,Mix
23316,Transfer,0,1,0,0,0,1,0,0,1,0.75,White,Mix
23317,Adoption,0,0,1,0,0,0,1,0,1,3.0,Tan,Mix
23318,Adoption,0,0,0,1,0,0,1,1,0,6.0,BiColor,Hybrid
23319,Adoption,0,0,0,1,0,1,0,1,0,9.0,BiColor,Mix
23320,Adoption,1,0,0,0,0,1,0,1,0,1.0,Seal Point,Mix
23321,Adoption,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
23322,Return_to_owner,0,1,0,0,0,0,1,1,0,12.0,Brown,Mix
23323,Return_to_owner,0,0,0,1,0,1,0,1,0,48.0,Tabby,Mix
23324,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Hybrid
23325,Return_to_owner,0,1,0,0,0,0,1,1,0,24.0,BiColor,Hybrid
23326,Transfer,0,0,0,0,1,1,0,0,1,24.0,Tortie,Mix
23327,Adoption,0,0,1,0,0,0,1,0,1,168.0,BiColor,Hybrid
23328,Transfer,1,0,0,0,0,1,0,0,1,12.0,BiColor,Mix
23329,Transfer,0,0,1,0,0,1,0,1,0,96.0,BiColor,Mix
23330,Adoption,0,0,1,0,0,1,0,1,0,5.0,Tabby,Mix
23331,Adoption,0,0,0,1,0,1,0,1,0,24.0,Calico,Mix
23332,Transfer,1,0,0,0,0,1,0,1,0,3.0,BiColor,Mix
23333,Euthanasia,0,1,0,0,0,0,1,0,1,24.0,Black,Mix
23334,Adoption,0,0,0,1,0,0,1,1,0,60.0,BiColor,Mix
23335,Transfer,0,1,0,0,0,1,0,0,1,0.75,BiColor,Mix
23336,Adoption,0,0,0,1,0,1,0,1,0,84.0,Torbie,Mix
23337,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
23338,Adoption,0,0,0,1,0,1,0,1,0,12.0,Tortie,Mix
23339,Transfer,0,1,0,0,0,1,0,0,1,1.0,BiColor,Mix
23340,Transfer,1,0,0,0,0,1,0,0,1,7.0,Other,Mix
23341,Adoption,0,0,1,0,0,0,1,0,1,2.0,BiColor,Mix
23342,Return_to_owner,0,0,1,0,0,1,0,1,0,12.0,BiColor,Mix
23343,Return_to_owner,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
23344,Adoption,0,0,1,0,0,0,1,1,0,2.0,BiColor,Mix
23345,Adoption,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
23346,Adoption,0,0,0,1,0,0,1,1,0,144.0,Tricolor,Purebreed
23347,Transfer,1,0,0,0,0,1,0,1,0,1.0,Other,Mix
23348,Return_to_owner,1,0,0,0,0,0,1,1,0,36.0,Blue,Mix
23349,Adoption,0,0,0,1,0,0,1,1,0,5.0,Black,Hybrid
23350,Transfer,0,0,1,0,0,0,1,1,0,12.0,Brown,Mix
23351,Transfer,0,0,0,0,1,1,0,0,1,0.75,BiColor,Mix
23352,Adoption,0,0,0,1,0,0,1,1,0,24.0,White,Purebreed
23353,Adoption,0,0,0,1,0,0,1,1,0,12.0,Black,Mix
23354,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
23355,Transfer,0,1,0,0,0,1,0,0,1,1.0,Black,Mix
23356,Adoption,0,0,0,1,0,0,1,1,0,96.0,Red,Mix
23357,Return_to_owner,0,0,1,0,0,0,1,1,0,48.0,BiColor,Mix
23358,Adoption,0,0,0,1,0,1,0,1,0,2.0,Tortie,Mix
23359,Died,0,1,0,0,0,1,0,1,0,1.0,Tabby,Mix
23360,Euthanasia,0,0,0,0,1,1,0,0,1,36.0,Tabby,Mix
23361,Adoption,0,0,0,1,0,1,0,1,0,24.0,Black,Mix
23362,Transfer,0,1,0,0,0,0,1,0,1,2.0,Sable,Mix
23363,Adoption,0,0,0,1,0,1,0,0,1,3.0,BiColor,Mix
23364,Return_to_owner,0,0,0,1,0,0,1,1,0,72.0,Red,Mix
23365,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
23366,Euthanasia,0,1,0,0,0,0,1,0,1,120.0,Brown,Mix
23367,Transfer,1,0,0,0,0,1,0,0,1,10.0,BiColor,Mix
23368,Adoption,0,0,0,1,0,0,1,0,1,36.0,White,Purebreed
23369,Adoption,0,0,1,0,0,0,1,0,1,1.0,Black,Mix
23370,Adoption,0,0,0,1,0,1,0,1,0,2.0,Tabby,Mix
23371,Return_to_owner,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
23372,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Purebreed
23373,Adoption,0,0,1,0,0,0,1,1,0,96.0,BiColor,Mix
23374,Transfer,0,0,1,0,0,1,0,1,0,4.0,BiColor,Mix
23375,Return_to_owner,0,0,0,1,0,0,1,1,0,36.0,BiColor,Mix
23376,Return_to_owner,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
23377,Adoption,0,0,0,1,0,1,0,1,0,2.0,BiColor,Mix
23378,Adoption,0,0,0,1,0,0,1,1,0,2.0,BiColor,Mix
23379,Euthanasia,0,0,0,0,1,1,0,0,1,1.0,Tabby,Mix
23380,Return_to_owner,0,0,1,0,0,0,1,1,0,120.0,BiColor,Mix
23381,Adoption,0,0,0,1,0,0,1,0,1,2.0,BiColor,Hybrid
23382,Adoption,0,0,1,0,0,1,0,1,0,4.0,BiColor,Mix
23383,Transfer,0,1,0,0,0,0,1,0,1,1.0,BiColor,Mix
23384,Transfer,1,0,0,0,0,1,0,0,1,72.0,Tabby,Mix
23385,Transfer,1,0,0,0,0,1,0,0,1,12.0,Tabby,Mix
23386,Transfer,0,0,1,0,0,0,1,1,0,24.0,Tricolor,Hybrid
23387,Transfer,0,0,0,0,1,1,0,0,1,2.0,Tabby,Mix
23388,Adoption,0,0,1,0,0,0,1,1,0,60.0,BiColor,Purebreed
23389,Transfer,0,1,0,0,0,0,1,0,1,1.0,Sable,Mix
23390,Return_to_owner,0,0,1,0,0,0,1,1,0,48.0,Black,Mix
23391,Return_to_owner,0,0,1,0,0,0,1,1,0,48.0,Tricolor,Mix
23392,Return_to_owner,0,0,0,1,0,0,1,1,0,24.0,Brown Brindle,Mix
23393,Transfer,0,1,0,0,0,1,0,0,1,4.0,Blue,Mix
23394,Adoption,0,0,0,1,0,1,0,1,0,3.0,Tortie,Mix
23395,Transfer,0,0,0,0,1,1,0,0,1,7.0,BiColor,Mix
23396,Return_to_owner,0,0,1,0,0,0,1,1,0,7.0,BiColor,Mix
23397,Transfer,0,0,0,1,0,1,0,1,0,12.0,Calico,Mix
23398,Return_to_owner,0,0,1,0,0,0,1,1,0,60.0,Black,Mix
23399,Adoption,0,0,0,1,0,0,1,1,0,2.0,BiColor,Hybrid
23400,Adoption,0,0,1,0,0,0,1,1,0,12.0,Brown,Purebreed
23401,Adoption,0,0,1,0,0,1,0,1,0,6.0,Tabby,Mix
23402,Adoption,0,0,0,1,0,0,1,1,0,2.0,BiColor,Mix
23403,Adoption,0,0,0,1,0,0,1,1,0,3.0,BiColor,Mix
23404,Transfer,1,0,0,0,0,1,0,0,1,0.5,Tortie,Mix
23405,Transfer,1,0,0,0,0,1,0,0,1,12.0,Tabby,Mix
23406,Transfer,0,1,0,0,0,1,0,1,0,24.0,Tabby,Mix
23407,Adoption,0,0,1,0,0,1,0,0,1,36.0,BiColor,Mix
23408,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,Buff,Mix
23409,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
23410,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
23411,Return_to_owner,0,0,0,1,0,1,0,0,1,36.0,Tabby,Mix
23412,Return_to_owner,0,0,0,1,0,0,1,1,0,9.0,BiColor,Mix
23413,Adoption,0,0,0,1,0,0,1,1,0,1.0,BiColor,Hybrid
23414,Adoption,0,0,1,0,0,0,1,1,0,1.0,Black,Mix
23415,Died,0,1,0,0,0,1,0,1,0,2.0,Tabby,Mix
23416,Transfer,0,0,1,0,0,0,1,1,0,84.0,Tricolor,Mix
23417,Transfer,0,0,0,1,0,0,1,1,0,11.0,BiColor,Mix
23418,Adoption,0,0,1,0,0,0,1,0,1,10.0,BiColor,Mix
23419,Adoption,0,0,0,1,0,0,1,1,0,12.0,Tan,Mix
23420,Transfer,0,1,0,0,0,0,1,0,1,0.75,BiColor,Purebreed
23421,Return_to_owner,0,0,0,1,0,1,0,1,0,48.0,Tortie,Mix
23422,Adoption,0,0,1,0,0,1,0,1,0,1.0,BiColor,Mix
23423,Transfer,0,0,0,1,0,0,1,1,0,60.0,Sable,Mix
23424,Return_to_owner,0,0,1,0,0,0,1,1,0,48.0,BiColor,Mix
23425,Adoption,0,0,1,0,0,0,1,1,0,36.0,BiColor,Purebreed
23426,Adoption,0,0,1,0,0,1,0,0,1,2.0,BiColor,Mix
23427,Return_to_owner,0,0,1,0,0,0,1,1,0,144.0,BiColor,Mix
23428,Transfer,1,0,0,0,0,1,0,0,1,4.0,Blue,Mix
23429,Adoption,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
23430,Return_to_owner,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
23431,Adoption,0,0,0,1,0,0,1,1,0,60.0,BiColor,Mix
23432,Transfer,1,0,0,0,0,0,1,0,1,0.5,Other,Mix
23433,Euthanasia,1,0,0,0,0,1,0,0,1,12.0,BiColor,Mix
23434,Transfer,1,0,0,0,0,1,0,0,1,0.25,BiColor,Mix
23435,Transfer,0,1,0,0,0,1,0,0,1,36.0,BiColor,Mix
23436,Adoption,0,0,1,0,0,0,1,0,1,2.0,BiColor,Mix
23437,Adoption,0,0,1,0,0,0,1,0,1,4.0,BiColor,Mix
23438,Euthanasia,1,0,0,0,0,0,1,1,0,12.0,BiColor,Mix
23439,Transfer,1,0,0,0,0,1,0,0,1,0.75,BiColor,Mix
23440,Adoption,0,0,1,0,0,1,0,1,0,24.0,Lynx Point,Mix
23441,Transfer,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
23442,Adoption,0,0,1,0,0,0,1,1,0,24.0,BiColor,Hybrid
23443,Adoption,0,0,1,0,0,0,1,1,0,48.0,BiColor,Purebreed
23444,Transfer,0,0,0,0,1,1,0,0,1,12.0,Black,Mix
23445,Adoption,0,0,0,1,0,1,0,0,1,2.0,BiColor,Mix
23446,Transfer,0,0,0,0,1,1,0,0,1,0.75,BiColor,Mix
23447,Transfer,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
23448,Return_to_owner,0,0,1,0,0,0,1,1,0,48.0,Red,Mix
23449,Transfer,0,0,0,0,1,1,0,0,1,0.0,Black,Mix
23450,Euthanasia,1,0,0,0,0,0,1,0,1,96.0,Brown,Mix
23451,Adoption,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
23452,Return_to_owner,1,0,0,0,0,0,1,1,0,120.0,White,Mix
23453,Euthanasia,0,0,0,0,1,1,0,0,1,1.0,Lynx Point,Mix
23454,Euthanasia,0,0,1,0,0,1,0,1,0,96.0,Tabby,Mix
23455,Transfer,1,0,0,0,0,1,0,0,1,7.0,Tabby,Mix
23456,Transfer,1,0,0,0,0,1,0,0,1,1.0,Tortie,Mix
23457,Adoption,0,0,0,1,0,1,0,0,1,2.0,BiColor,Mix
23458,Transfer,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
23459,Adoption,0,0,0,1,0,0,1,1,0,48.0,BiColor,Mix
23460,Transfer,0,1,0,0,0,1,0,0,1,0.0,White,Mix
23461,Adoption,1,0,0,0,0,1,0,1,0,2.0,Calico,Mix
23462,Adoption,0,0,0,1,0,0,1,1,0,8.0,BiColor,Mix
23463,Return_to_owner,0,0,0,1,0,0,1,1,0,8.0,Sable,Mix
23464,Adoption,0,0,1,0,0,0,1,1,0,60.0,White,Purebreed
23465,Adoption,0,0,0,1,0,0,1,0,1,6.0,BiColor,Purebreed
23466,Euthanasia,0,1,0,0,0,1,0,1,0,24.0,Tabby,Mix
23467,Transfer,0,0,0,1,0,0,1,0,1,24.0,Black,Mix
23468,Adoption,0,0,0,1,0,0,1,0,1,36.0,BiColor,Mix
23469,Adoption,0,0,0,1,0,0,1,1,0,12.0,Other,Mix
23470,Transfer,1,0,0,0,0,0,1,1,0,5.0,Brown Brindle,Hybrid
23471,Adoption,0,0,1,0,0,1,0,0,1,2.0,BiColor,Mix
23472,Adoption,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
23473,Transfer,0,0,1,0,0,0,1,0,1,36.0,BiColor,Hybrid
23474,Transfer,1,0,0,0,0,1,0,0,1,0.5,Tabby,Mix
23475,Adoption,0,0,0,1,0,1,0,1,0,2.0,BiColor,Mix
23476,Adoption,0,0,1,0,0,0,1,1,0,48.0,BiColor,Mix
23477,Transfer,1,0,0,0,0,1,0,1,0,12.0,White,Mix
23478,Transfer,0,0,1,0,0,0,1,1,0,8.0,Tan,Mix
23479,Return_to_owner,0,0,1,0,0,0,1,1,0,48.0,BiColor,Purebreed
23480,Return_to_owner,0,0,1,0,0,0,1,1,0,72.0,BiColor,Mix
23481,Adoption,0,0,0,1,0,0,1,1,0,2.0,Tricolor,Mix
23482,Transfer,0,0,1,0,0,0,1,1,0,60.0,BiColor,Mix
23483,Transfer,1,0,0,0,0,0,1,0,1,7.0,Tricolor,Mix
23484,Adoption,0,0,0,1,0,0,1,1,0,5.0,Black,Mix
23485,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,Buff,Mix
23486,Transfer,1,0,0,0,0,1,0,0,1,36.0,Tortie,Mix
23487,Adoption,0,0,0,1,0,0,1,1,0,4.0,Tricolor,Hybrid
23488,Transfer,0,1,0,0,0,1,0,0,1,0.75,BiColor,Mix
23489,Euthanasia,1,0,0,0,0,0,1,0,1,12.0,Tan,Mix
23490,Transfer,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
23491,Transfer,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
23492,Transfer,0,1,0,0,0,1,0,0,1,2.0,Tabby,Mix
23493,Return_to_owner,0,0,1,0,0,1,0,1,0,36.0,Tabby,Mix
23494,Adoption,0,0,1,0,0,0,1,1,0,24.0,BiColor,Hybrid
23495,Adoption,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
23496,Adoption,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
23497,Transfer,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
23498,Adoption,0,0,1,0,0,0,1,1,0,96.0,Red,Hybrid
23499,Return_to_owner,1,0,0,0,0,1,0,0,1,2.0,BiColor,Mix
23500,Adoption,0,0,1,0,0,0,1,0,1,36.0,BiColor,Mix
23501,Adoption,0,0,0,1,0,0,1,1,0,5.0,BiColor,Mix
23502,Adoption,0,0,0,1,0,0,1,1,0,36.0,BiColor,Mix
23503,Adoption,0,0,1,0,0,0,1,1,0,24.0,White,Mix
23504,Return_to_owner,0,0,1,0,0,0,1,1,0,72.0,BiColor,Mix
23505,Return_to_owner,0,0,0,1,0,1,0,1,0,12.0,BiColor,Mix
23506,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
23507,Adoption,0,0,1,0,0,0,1,1,0,60.0,White,Purebreed
23508,Transfer,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
23509,Transfer,1,0,0,0,0,1,0,0,1,0.25,Calico,Mix
23510,Return_to_owner,0,0,1,0,0,0,1,1,0,84.0,Brown,Hybrid
23511,Adoption,0,0,1,0,0,1,0,1,0,4.0,BiColor,Mix
23512,Adoption,0,0,0,1,0,0,1,1,0,24.0,Yellow,Mix
23513,Adoption,0,0,0,1,0,0,1,1,0,8.0,BiColor,Mix
23514,Transfer,1,0,0,0,0,0,1,1,0,12.0,Tan,Mix
23515,Transfer,1,0,0,0,0,1,0,0,1,0.5,Tabby,Mix
23516,Transfer,1,0,0,0,0,0,1,1,0,48.0,BiColor,Mix
23517,Transfer,0,0,1,0,0,0,1,0,1,24.0,BiColor,Purebreed
23518,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Hybrid
23519,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
23520,Adoption,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
23521,Adoption,0,0,0,1,0,1,0,1,0,12.0,Black,Mix
23522,Return_to_owner,0,0,0,1,0,0,1,1,0,48.0,BiColor,Mix
23523,Died,0,0,0,1,0,0,1,1,0,60.0,BiColor,Mix
23524,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
23525,Transfer,0,1,0,0,0,0,1,1,0,96.0,BiColor,Purebreed
23526,Transfer,0,1,0,0,0,1,0,0,1,0.5,BiColor,Mix
23527,Return_to_owner,0,0,1,0,0,1,0,1,0,48.0,Tabby,Mix
23528,Return_to_owner,0,0,0,1,0,0,1,1,0,36.0,Brown,Mix
23529,Adoption,0,0,1,0,0,0,1,1,0,48.0,BiColor,Purebreed
23530,Adoption,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
23531,Adoption,0,0,0,1,0,0,1,1,0,24.0,Tricolor,Hybrid
23532,Adoption,0,0,1,0,0,1,0,0,1,2.0,BiColor,Mix
23533,Adoption,0,0,0,1,0,0,1,1,0,24.0,Tan,Mix
23534,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Hybrid
23535,Transfer,0,0,0,1,0,1,0,1,0,2.0,BiColor,Mix
23536,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
23537,Transfer,0,0,0,1,0,0,1,1,0,72.0,White,Purebreed
23538,Transfer,0,0,1,0,0,1,0,0,1,36.0,Black,Mix
23539,Transfer,0,1,0,0,0,1,0,1,0,1.0,BiColor,Mix
23540,Adoption,0,0,1,0,0,0,1,1,0,2.0,BiColor,Mix
23541,Transfer,0,0,1,0,0,1,0,1,0,11.0,BiColor,Mix
23542,Adoption,0,0,1,0,0,0,1,0,1,2.0,Buff,Hybrid
23543,Transfer,0,1,0,0,0,1,0,0,1,0.5,Black,Mix
23544,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
23545,Euthanasia,0,0,0,1,0,0,1,1,0,108.0,Black,Mix
23546,Adoption,0,0,1,0,0,0,1,0,1,24.0,BiColor,Hybrid
23547,Adoption,0,0,0,1,0,1,0,1,0,3.0,Calico,Mix
23548,Return_to_owner,0,0,1,0,0,0,1,1,0,84.0,BiColor,Mix
23549,Return_to_owner,0,0,1,0,0,0,1,1,0,48.0,Buff,Mix
23550,Return_to_owner,0,0,1,0,0,0,1,1,0,60.0,BiColor,Purebreed
23551,Transfer,0,0,1,0,0,0,1,0,1,48.0,White,Hybrid
23552,Return_to_owner,0,0,1,0,0,0,1,1,0,60.0,BiColor,Mix
23553,Adoption,0,0,0,1,0,0,1,1,0,48.0,Other,Mix
23554,Transfer,0,0,1,0,0,1,0,0,1,48.0,BiColor,Mix
23555,Adoption,0,0,1,0,0,0,1,1,0,2.0,BiColor,Mix
23556,Transfer,0,0,0,1,0,0,1,1,0,24.0,Yellow,Mix
23557,Adoption,0,0,0,1,0,0,1,1,0,1.0,Tricolor,Mix
23558,Adoption,0,0,1,0,0,0,1,1,0,36.0,Cream,Hybrid
23559,Transfer,0,0,1,0,0,1,0,1,0,24.0,Tabby,Mix
23560,Transfer,0,1,0,0,0,1,0,0,1,0.5,Tabby,Mix
23561,Return_to_owner,0,0,0,1,0,0,1,1,0,96.0,White,Hybrid
23562,Transfer,1,0,0,0,0,1,0,1,0,96.0,Black,Mix
23563,Transfer,1,0,0,0,0,1,0,0,1,0.75,Blue,Mix
23564,Adoption,0,0,0,1,0,0,1,1,0,3.0,White,Mix
23565,Return_to_owner,0,0,1,0,0,0,1,1,0,96.0,BiColor,Mix
23566,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
23567,Transfer,0,0,1,0,0,0,1,1,0,12.0,Other,Mix
23568,Adoption,0,0,0,1,0,0,1,1,0,72.0,White,Mix
23569,Euthanasia,1,0,0,0,0,1,0,0,1,96.0,Calico,Mix
23570,Transfer,0,0,0,1,0,1,0,1,0,12.0,Tabby,Mix
