,Outcome,Sex_Intact Female,Sex_Intact Male,Sex_Neutered Male,Sex_Spayed Female,Sex_Unknown,AnimalType_Cat,AnimalType_Dog,HasName,Age_in_Months,Adopted_Month,Adopted_Time,Colors,Breeds
20870,Return_to_owner,0,0,0,1,0,0,1,1,84.0,4,11,13924,22298
20871,Adoption,0,0,0,1,0,1,0,1,2.0,11,16,517,22298
20872,Transfer,0,0,1,0,0,0,1,0,36.0,9,8,2772,22298
20873,Adoption,0,0,1,0,0,0,1,1,2.0,6,16,13924,22298
20874,Return_to_owner,0,0,0,1,0,0,1,1,204.0,12,13,2772,22298
20875,Transfer,0,0,1,0,0,0,1,1,12.0,9,12,2772,22298
20876,Transfer,0,0,1,0,0,0,1,1,12.0,7,13,2772,22298
20877,Transfer,0,0,1,0,0,0,1,1,12.0,2,15,13924,22298
20878,Euthanasia,0,0,0,1,0,0,1,1,144.0,8,11,13924,22298
20879,Transfer,0,1,0,0,0,1,0,1,2.0,7,12,2292,22298
20880,Transfer,1,0,0,0,0,1,0,0,4.0,7,9,2772,22298
20881,Adoption,0,0,1,0,0,1,0,0,2.0,10,4,3212,22298
20882,Adoption,0,0,0,1,0,0,1,1,60.0,4,12,13924,22298
20883,Adoption,0,0,1,0,0,1,0,1,2.0,8,17,3212,1391
20884,Return_to_owner,0,1,0,0,0,0,1,1,60.0,9,17,13924,3040
20885,Transfer,0,0,0,0,1,1,0,0,0.25,5,2,3212,22298
20886,Adoption,0,0,0,1,0,1,0,1,2.0,7,13,13924,22298
20887,Adoption,0,0,0,1,0,1,0,1,3.0,8,12,517,22298
20888,Return_to_owner,0,0,1,0,0,0,1,1,8.0,12,16,13924,22298
20889,Transfer,0,1,0,0,0,0,1,1,12.0,6,15,13924,22298
20890,Transfer,1,0,0,0,0,1,0,0,24.0,5,5,13924,22298
20891,Return_to_owner,0,0,0,1,0,1,0,1,3.0,7,18,517,22298
20892,Transfer,0,1,0,0,0,0,1,1,8.0,5,14,13924,22298
20893,Adoption,0,0,1,0,0,0,1,0,11.0,10,17,2772,3040
20894,Return_to_owner,0,0,0,1,0,0,1,1,24.0,2,12,2772,3040
20895,Euthanasia,0,0,0,0,1,1,0,0,24.0,4,16,2772,22298
20896,Adoption,0,0,0,1,0,0,1,1,48.0,12,11,2772,22298
20897,Adoption,0,0,0,1,0,1,0,1,2.0,10,16,532,22298
20898,Adoption,0,0,0,1,0,0,1,1,6.0,4,3,13924,22298
20899,Adoption,0,0,1,0,0,0,1,1,4.0,1,4,13924,22298
20900,Return_to_owner,0,0,0,1,0,0,1,1,72.0,1,12,13924,22298
20901,Euthanasia,1,0,0,0,0,0,1,0,24.0,7,4,2292,22298
20902,Transfer,1,0,0,0,0,0,1,1,48.0,2,14,13924,1391
20903,Transfer,0,0,0,1,0,0,1,0,24.0,1,16,13924,22298
20904,Adoption,0,0,0,1,0,1,0,1,3.0,3,18,517,22298
20905,Transfer,1,0,0,0,0,1,0,0,12.0,7,9,530,22298
20906,Adoption,0,0,1,0,0,0,1,1,24.0,11,8,13924,22298
20907,Transfer,0,0,0,1,0,1,0,1,12.0,2,13,3212,22298
20908,Adoption,1,0,0,0,0,1,0,1,1.0,9,13,3212,22298
20909,Transfer,0,0,0,0,1,1,0,0,24.0,6,9,3212,22298
20910,Adoption,0,0,0,1,0,1,0,0,2.0,11,12,2292,22298
20911,Return_to_owner,0,0,0,1,0,0,1,1,120.0,2,11,13924,22298
20912,Adoption,0,0,0,1,0,1,0,1,6.0,1,17,530,22298
20913,Transfer,1,0,0,0,0,0,1,0,2.0,11,14,13924,22298
20914,Transfer,1,0,0,0,0,1,0,1,1.0,12,14,530,22298
20915,Return_to_owner,0,0,0,1,0,0,1,1,24.0,1,2,2772,22298
20916,Return_to_owner,0,0,1,0,0,1,0,1,48.0,1,12,2772,22298
20917,Adoption,0,0,0,1,0,0,1,1,12.0,4,18,2772,22298
20918,Return_to_owner,0,0,0,1,0,0,1,1,108.0,7,15,13924,22298
20919,Transfer,0,0,0,1,0,1,0,1,3.0,1,12,3212,22298
20920,Adoption,0,0,0,1,0,0,1,1,72.0,12,13,628,3040
20921,Transfer,0,0,1,0,0,1,0,1,12.0,11,11,532,22298
20922,Return_to_owner,0,0,1,0,0,0,1,1,84.0,3,12,13924,22298
20923,Adoption,0,0,0,1,0,1,0,1,24.0,12,17,13924,22298
20924,Adoption,0,0,0,1,0,0,1,1,5.0,6,18,2772,3040
20925,Adoption,0,0,0,1,0,0,1,0,10.0,2,17,639,22298
20926,Transfer,1,0,0,0,0,0,1,1,12.0,7,2,2772,22298
20927,Euthanasia,0,1,0,0,0,0,1,1,144.0,7,8,2292,1391
20928,Adoption,0,0,1,0,0,0,1,1,12.0,4,1,13924,3040
20929,Return_to_owner,0,0,1,0,0,0,1,1,12.0,1,3,13924,22298
20930,Adoption,0,0,1,0,0,0,1,1,12.0,2,15,13924,3040
20931,Adoption,0,0,1,0,0,1,0,1,2.0,6,18,13924,22298
20932,Transfer,0,0,1,0,0,1,0,1,24.0,12,14,13924,22298
20933,Adoption,0,0,0,1,0,1,0,0,4.0,7,3,517,22298
20934,Transfer,0,1,0,0,0,0,1,0,2.0,8,15,13924,3040
20935,Transfer,1,0,0,0,0,1,0,0,0.75,4,11,2772,22298
20936,Transfer,0,0,1,0,0,1,0,1,2.0,11,12,13924,22298
20937,Euthanasia,0,0,1,0,0,0,1,1,36.0,1,2,13924,3040
20938,Return_to_owner,0,0,0,1,0,0,1,1,24.0,10,12,13924,22298
20939,Adoption,0,0,0,1,0,0,1,1,36.0,11,18,13924,3040
20940,Adoption,0,0,1,0,0,0,1,1,24.0,1,12,13924,22298
20941,Adoption,0,0,0,1,0,0,1,1,36.0,2,16,13924,22298
20942,Return_to_owner,0,0,1,0,0,0,1,1,36.0,12,18,2772,22298
20943,Adoption,1,0,0,0,0,1,0,1,10.0,11,17,517,22298
20944,Return_to_owner,0,0,0,1,0,0,1,1,120.0,6,5,13924,22298
20945,Transfer,0,0,0,0,1,1,0,0,0.0,4,12,13924,22298
20946,Euthanasia,0,0,1,0,0,0,1,1,24.0,2,17,13924,22298
20947,Transfer,1,0,0,0,0,0,1,0,2.0,8,15,2292,3040
20948,Euthanasia,0,0,1,0,0,0,1,1,108.0,4,8,13924,1391
20949,Adoption,0,0,0,1,0,0,1,1,24.0,11,15,13924,22298
20950,Euthanasia,1,0,0,0,0,0,1,1,24.0,3,13,2772,22298
20951,Transfer,0,1,0,0,0,1,0,1,2.0,10,13,13924,22298
20952,Return_to_owner,0,0,1,0,0,0,1,1,24.0,12,12,2772,22298
20953,Transfer,0,1,0,0,0,1,0,0,24.0,3,15,13924,22298
20954,Adoption,0,0,1,0,0,1,0,1,2.0,6,12,13924,22298
20955,Transfer,1,0,0,0,0,1,0,0,4.0,7,9,2772,22298
20956,Euthanasia,0,1,0,0,0,0,1,1,24.0,6,17,13924,3040
20957,Transfer,1,0,0,0,0,1,0,0,12.0,2,9,2772,22298
20958,Return_to_owner,0,0,0,1,0,0,1,1,24.0,5,5,13924,22298
20959,Return_to_owner,0,0,0,1,0,0,1,1,24.0,12,11,13924,22298
20960,Euthanasia,0,0,0,1,0,0,1,1,156.0,2,13,639,22298
20961,Transfer,0,1,0,0,0,0,1,1,4.0,4,2,13924,22298
20962,Adoption,0,0,1,0,0,0,1,1,12.0,4,16,13924,3040
20963,Transfer,1,0,0,0,0,0,1,1,36.0,7,6,639,3040
20964,Transfer,1,0,0,0,0,1,0,1,48.0,5,8,530,22298
20965,Adoption,0,0,1,0,0,1,0,0,3.0,5,11,13924,22298
20966,Adoption,0,0,1,0,0,0,1,1,24.0,10,14,13924,22298
20967,Adoption,0,0,0,1,0,0,1,0,2.0,1,17,2772,22298
20968,Transfer,0,1,0,0,0,0,1,1,24.0,10,14,13924,3040
20969,Adoption,0,0,1,0,0,1,0,1,3.0,7,13,13924,22298
20970,Euthanasia,0,0,1,0,0,0,1,1,12.0,2,12,13924,22298
20971,Adoption,0,0,1,0,0,0,1,1,24.0,12,3,628,22298
20972,Adoption,0,1,0,0,0,1,0,1,1.0,7,18,3212,22298
20973,Adoption,0,0,0,1,0,1,0,1,6.0,12,13,13924,22298
20974,Adoption,0,0,1,0,0,0,1,1,12.0,6,15,2292,1391
20975,Return_to_owner,0,0,1,0,0,0,1,1,9.0,3,15,13924,22298
20976,Euthanasia,0,0,1,0,0,1,0,1,36.0,8,18,13924,22298
20977,Adoption,0,0,0,1,0,1,0,1,3.0,11,15,530,22298
20978,Return_to_owner,0,0,0,1,0,0,1,1,24.0,11,10,13924,22298
20979,Transfer,0,1,0,0,0,1,0,0,24.0,10,9,13924,22298
20980,Adoption,0,0,0,1,0,0,1,1,3.0,8,9,13924,22298
20981,Transfer,1,0,0,0,0,1,0,0,24.0,3,9,2772,22298
20982,Adoption,0,0,0,1,0,1,0,1,2.0,8,18,3212,22298
20983,Adoption,0,0,0,1,0,0,1,1,12.0,8,13,13924,22298
20984,Transfer,1,0,0,0,0,1,0,0,3.0,5,9,3212,22298
20985,Transfer,1,0,0,0,0,0,1,0,2.0,2,13,2772,22298
20986,Transfer,0,0,0,1,0,0,1,1,12.0,2,24,13924,22298
20987,Euthanasia,0,0,0,0,1,1,0,0,12.0,7,11,3212,22298
20988,Adoption,0,0,0,1,0,0,1,1,12.0,12,15,13924,22298
20989,Transfer,0,0,0,0,1,1,0,0,0.0,10,14,3212,22298
20990,Return_to_owner,0,1,0,0,0,0,1,1,24.0,1,15,628,22298
20991,Euthanasia,0,0,0,1,0,0,1,1,60.0,11,14,13924,22298
20992,Adoption,0,0,0,1,0,0,1,1,36.0,2,11,13924,22298
20993,Euthanasia,0,0,1,0,0,0,1,1,10.0,7,8,2772,22298
20994,Transfer,0,0,1,0,0,1,0,1,1.0,7,10,3212,22298
20995,Transfer,0,0,0,0,1,1,0,0,0.25,11,24,13924,22298
20996,Transfer,0,0,0,0,1,1,0,0,0.5,6,14,3212,22298
20997,Adoption,0,0,0,1,0,0,1,1,36.0,11,17,13924,22298
20998,Transfer,0,0,1,0,0,0,1,1,72.0,2,13,13924,1391
20999,Adoption,0,0,1,0,0,0,1,1,24.0,3,1,13924,3040
21000,Adoption,0,0,1,0,0,0,1,1,12.0,4,9,13924,22298
21001,Return_to_owner,0,0,1,0,0,1,0,0,120.0,3,17,3212,22298
21002,Transfer,0,0,1,0,0,0,1,1,6.0,9,14,13924,22298
21003,Transfer,1,0,0,0,0,1,0,0,1.0,7,18,13924,22298
21004,Adoption,0,0,1,0,0,0,1,0,10.0,10,17,2772,22298
21005,Adoption,0,0,0,1,0,1,0,1,2.0,5,12,3212,22298
21006,Transfer,0,1,0,0,0,1,0,0,24.0,2,13,2292,22298
21007,Adoption,0,0,0,1,0,0,1,1,24.0,10,6,13924,22298
21008,Transfer,0,0,1,0,0,1,0,1,24.0,7,14,13924,22298
21009,Transfer,0,0,1,0,0,1,0,0,3.0,7,13,13924,22298
21010,Adoption,0,0,0,1,0,0,1,1,24.0,8,12,13924,22298
21011,Transfer,1,0,0,0,0,0,1,1,24.0,1,5,13924,22298
21012,Transfer,0,0,1,0,0,1,0,0,3.0,12,18,13924,22298
21013,Adoption,0,0,0,1,0,0,1,1,7.0,8,18,13924,22298
21014,Transfer,0,1,0,0,0,1,0,0,0.5,7,18,3212,22298
21015,Adoption,0,0,0,1,0,0,1,1,24.0,10,12,13924,22298
21016,Return_to_owner,0,0,1,0,0,0,1,1,96.0,3,15,13924,22298
21017,Transfer,1,0,0,0,0,1,0,1,2.0,10,13,13924,22298
21018,Adoption,0,0,0,1,0,0,1,0,2.0,8,11,2772,22298
21019,Transfer,0,0,1,0,0,0,1,1,24.0,5,15,13924,3040
21020,Adoption,0,0,1,0,0,0,1,1,2.0,8,11,13924,3040
21021,Adoption,0,0,1,0,0,0,1,1,6.0,2,18,13924,3040
21022,Adoption,0,0,1,0,0,0,1,1,96.0,1,11,2772,22298
21023,Transfer,0,0,1,0,0,1,0,0,12.0,1,18,3212,22298
21024,Adoption,0,0,1,0,0,0,1,1,12.0,1,9,628,22298
21025,Transfer,1,0,0,0,0,0,1,1,9.0,12,17,13924,22298
21026,Transfer,0,0,1,0,0,1,0,1,24.0,6,10,13924,1391
21027,Euthanasia,0,0,0,0,1,1,0,0,1.0,5,18,2292,22298
21028,Return_to_owner,0,0,1,0,0,0,1,1,108.0,2,6,932,1391
21029,Adoption,0,0,1,0,0,0,1,0,12.0,1,17,2772,3040
21030,Adoption,0,0,0,1,0,0,1,0,12.0,8,18,639,3040
21031,Adoption,0,0,1,0,0,0,1,1,36.0,4,6,13924,22298
21032,Adoption,0,0,1,0,0,1,0,1,36.0,1,15,3212,22298
21033,Transfer,0,0,1,0,0,0,1,0,2.0,9,16,13924,22298
21034,Adoption,0,0,1,0,0,0,1,1,60.0,12,2,13924,22298
21035,Transfer,0,1,0,0,0,0,1,1,2.0,10,12,13924,3040
21036,Adoption,0,0,0,1,0,0,1,1,12.0,9,18,13924,3040
21037,Adoption,0,0,0,1,0,1,0,0,3.0,9,17,13924,22298
21038,Return_to_owner,0,0,1,0,0,0,1,1,24.0,2,11,932,22298
21039,Died,1,0,0,0,0,0,1,0,0.0,8,14,13924,22298
21040,Adoption,0,0,1,0,0,0,1,1,4.0,8,17,2772,3040
21041,Adoption,0,0,0,1,0,0,1,1,12.0,1,14,13924,22298
21042,Adoption,0,0,0,1,0,1,0,1,3.0,12,13,2292,22298
21043,Adoption,0,0,1,0,0,0,1,1,6.0,10,15,13924,22298
21044,Adoption,0,0,1,0,0,1,0,1,2.0,7,17,2292,22298
21045,Return_to_owner,0,0,1,0,0,0,1,1,72.0,1,15,2772,3040
21046,Adoption,0,0,0,1,0,0,1,1,9.0,11,9,13924,22298
21047,Adoption,0,0,0,1,0,1,0,1,7.0,11,18,3212,22298
21048,Transfer,0,0,1,0,0,1,0,1,24.0,2,1,3212,22298
21049,Adoption,0,0,1,0,0,0,1,1,10.0,10,17,13924,22298
21050,Transfer,0,0,0,1,0,0,1,1,9.0,10,3,13924,3040
21051,Transfer,0,0,0,1,0,0,1,1,24.0,4,15,13924,22298
21052,Return_to_owner,0,0,1,0,0,0,1,1,72.0,1,18,2772,22298
21053,Return_to_owner,0,0,1,0,0,0,1,1,12.0,10,4,13924,22298
21054,Adoption,0,0,1,0,0,0,1,1,12.0,12,18,13924,3040
21055,Transfer,0,0,1,0,0,0,1,1,6.0,10,15,13924,3040
21056,Adoption,0,0,1,0,0,1,0,1,3.0,12,19,13924,22298
21057,Transfer,0,0,0,1,0,0,1,1,2.0,9,16,13924,22298
21058,Transfer,0,1,0,0,0,1,0,0,5.0,11,10,13924,22298
21059,Adoption,0,0,0,1,0,0,1,1,2.0,6,16,2772,22298
21060,Euthanasia,0,0,0,1,0,1,0,0,84.0,6,5,532,22298
21061,Adoption,0,0,0,1,0,1,0,1,2.0,6,18,3212,22298
21062,Return_to_owner,0,0,1,0,0,0,1,1,24.0,7,11,13924,3040
21063,Return_to_owner,0,0,1,0,0,0,1,1,12.0,11,12,13924,1391
21064,Transfer,1,0,0,0,0,1,0,0,0.75,6,12,13924,22298
21065,Adoption,0,0,1,0,0,0,1,1,5.0,1,13,13924,22298
21066,Transfer,0,1,0,0,0,1,0,0,0.75,5,12,2292,22298
21067,Transfer,0,1,0,0,0,1,0,1,1.0,4,12,13924,22298
21068,Adoption,0,0,0,1,0,1,0,1,2.0,12,15,2292,22298
21069,Adoption,0,0,0,1,0,0,1,1,12.0,5,2,2292,3040
21070,Transfer,0,0,1,0,0,1,0,1,7.0,10,2,3212,22298
21071,Return_to_owner,0,0,1,0,0,0,1,1,36.0,2,14,13924,22298
21072,Adoption,0,0,0,1,0,1,0,1,3.0,10,15,517,22298
21073,Adoption,0,0,1,0,0,0,1,1,12.0,7,17,13924,22298
21074,Adoption,0,0,0,1,0,1,0,1,2.0,10,17,13924,22298
21075,Adoption,0,0,1,0,0,0,1,0,2.0,8,13,2772,22298
21076,Transfer,1,0,0,0,0,1,0,0,0.0,3,16,517,22298
21077,Transfer,1,0,0,0,0,1,0,0,0.5,5,1,2772,22298
21078,Return_to_owner,0,0,1,0,0,0,1,1,60.0,6,17,639,22298
21079,Transfer,0,0,1,0,0,1,0,1,120.0,10,15,532,22298
21080,Euthanasia,0,1,0,0,0,0,1,1,24.0,10,15,13924,22298
21081,Return_to_owner,0,1,0,0,0,0,1,1,36.0,6,15,2772,22298
21082,Adoption,0,0,1,0,0,0,1,1,48.0,11,13,13924,22298
21083,Transfer,1,0,0,0,0,0,1,1,4.0,11,3,13924,22298
21084,Transfer,0,1,0,0,0,1,0,0,0.75,9,16,13924,22298
21085,Adoption,0,0,1,0,0,0,1,1,3.0,10,11,2772,3040
21086,Transfer,0,1,0,0,0,0,1,0,24.0,6,11,2772,22298
21087,Transfer,0,0,0,0,1,1,0,0,0.5,8,14,517,22298
21088,Return_to_owner,0,0,1,0,0,0,1,1,36.0,8,11,13924,22298
21089,Adoption,0,0,1,0,0,0,1,1,2.0,8,17,13924,22298
21090,Transfer,0,0,1,0,0,1,0,1,12.0,6,12,3212,22298
21091,Transfer,0,1,0,0,0,0,1,0,6.0,11,11,13924,22298
21092,Return_to_owner,0,0,1,0,0,0,1,1,12.0,1,18,2772,22298
21093,Adoption,0,0,0,1,0,0,1,1,1.0,12,12,13924,22298
21094,Transfer,0,0,1,0,0,0,1,1,96.0,11,11,2772,22298
21095,Return_to_owner,0,0,1,0,0,0,1,1,12.0,2,18,13924,22298
21096,Transfer,1,0,0,0,0,1,0,0,12.0,8,9,517,22298
21097,Transfer,0,0,0,1,0,0,1,0,3.0,11,7,628,22298
21098,Transfer,0,0,0,1,0,0,1,1,72.0,5,18,932,1391
21099,Adoption,0,0,1,0,0,0,1,1,11.0,10,15,13924,22298
21100,Transfer,1,0,0,0,0,1,0,0,1.0,11,11,13924,22298
21101,Return_to_owner,0,1,0,0,0,0,1,0,6.0,11,14,13924,3040
21102,Transfer,0,1,0,0,0,1,0,0,1.0,6,17,3212,22298
21103,Adoption,0,0,1,0,0,0,1,1,8.0,10,16,2772,22298
21104,Transfer,1,0,0,0,0,1,0,0,0.75,9,6,3212,22298
21105,Adoption,0,0,0,1,0,0,1,1,24.0,12,1,13924,22298
21106,Transfer,1,0,0,0,0,0,1,1,84.0,7,13,13924,22298
21107,Transfer,1,0,0,0,0,0,1,0,3.0,11,12,13924,22298
21108,Transfer,0,1,0,0,0,1,0,0,1.0,7,15,13924,1391
21109,Return_to_owner,0,0,1,0,0,1,0,1,24.0,5,10,13924,22298
21110,Return_to_owner,1,0,0,0,0,0,1,1,120.0,5,12,13924,3040
21111,Transfer,1,0,0,0,0,1,0,0,24.0,6,9,13924,22298
21112,Transfer,0,1,0,0,0,1,0,1,1.0,5,16,13924,22298
21113,Adoption,0,0,1,0,0,0,1,0,2.0,9,18,2772,22298
21114,Adoption,0,0,1,0,0,0,1,1,9.0,10,15,13924,3040
21115,Transfer,0,1,0,0,0,0,1,1,1.0,1,14,2772,22298
21116,Return_to_owner,0,0,1,0,0,0,1,1,48.0,6,13,13924,22298
21117,Euthanasia,0,1,0,0,0,0,1,0,5.0,10,11,13924,22298
21118,Adoption,0,0,0,1,0,0,1,1,60.0,2,15,13924,3040
21119,Adoption,0,0,1,0,0,0,1,1,12.0,10,12,13924,1391
21120,Adoption,0,0,1,0,0,0,1,1,12.0,10,14,13924,22298
21121,Adoption,0,0,1,0,0,1,0,0,2.0,11,18,3212,22298
21122,Adoption,0,0,0,1,0,0,1,1,24.0,2,3,13924,22298
21123,Transfer,0,1,0,0,0,0,1,0,1.0,1,16,13924,3040
21124,Transfer,0,0,1,0,0,0,1,1,12.0,1,13,2772,22298
21125,Adoption,0,0,0,1,0,0,1,1,84.0,1,11,13924,3040
21126,Return_to_owner,0,0,0,1,0,0,1,1,12.0,4,8,2772,1391
21127,Adoption,0,0,1,0,0,0,1,1,24.0,1,17,13924,22298
21128,Transfer,0,0,1,0,0,1,0,1,5.0,8,16,13924,22298
21129,Transfer,0,0,0,0,1,1,0,0,0.75,6,16,517,22298
21130,Transfer,0,0,0,0,1,1,0,0,0.25,10,10,13924,22298
21131,Return_to_owner,0,0,0,1,0,0,1,1,132.0,2,12,2772,22298
21132,Adoption,0,0,0,1,0,0,1,1,24.0,8,17,932,1391
21133,Adoption,0,0,1,0,0,0,1,1,12.0,12,6,13924,3040
21134,Return_to_owner,0,0,1,0,0,0,1,1,9.0,10,17,628,3040
21135,Adoption,0,0,1,0,0,0,1,1,12.0,9,17,13924,22298
21136,Return_to_owner,0,0,0,1,0,0,1,1,24.0,12,17,2772,22298
21137,Adoption,0,0,0,1,0,1,0,1,3.0,7,7,13924,22298
21138,Adoption,0,0,1,0,0,0,1,0,12.0,7,17,13924,22298
21139,Transfer,0,0,1,0,0,1,0,0,2.0,7,14,13924,22298
21140,Adoption,0,0,0,1,0,0,1,1,24.0,4,6,13924,22298
21141,Adoption,0,0,1,0,0,1,0,1,2.0,8,2,13924,22298
21142,Return_to_owner,0,0,1,0,0,1,0,1,12.0,12,14,3212,22298
21143,Return_to_owner,0,0,1,0,0,0,1,1,48.0,11,12,639,3040
21144,Adoption,0,0,1,0,0,0,1,1,12.0,2,16,13924,22298
21145,Adoption,0,0,0,1,0,0,1,1,96.0,2,16,13924,1391
21146,Transfer,0,1,0,0,0,1,0,0,0.75,4,17,2772,22298
21147,Transfer,0,0,0,1,0,1,0,1,2.0,6,15,3212,22298
21148,Adoption,0,0,0,1,0,0,1,1,2.0,8,7,13924,22298
21149,Adoption,0,0,1,0,0,1,0,1,3.0,12,15,13924,22298
21150,Adoption,0,0,1,0,0,1,0,1,3.0,12,16,3212,22298
21151,Adoption,0,0,0,1,0,0,1,1,24.0,7,18,13924,22298
21152,Return_to_owner,0,0,0,1,0,0,1,1,6.0,4,18,13924,22298
21153,Euthanasia,0,1,0,0,0,1,0,0,36.0,8,9,2772,22298
21154,Transfer,1,0,0,0,0,0,1,0,36.0,12,17,639,22298
21155,Adoption,0,0,1,0,0,1,0,1,120.0,1,7,13924,22298
21156,Adoption,0,0,1,0,0,1,0,1,72.0,11,8,13924,22298
21157,Adoption,0,0,0,1,0,1,0,1,2.0,11,13,13924,22298
21158,Transfer,0,1,0,0,0,1,0,0,4.0,8,9,13924,22298
21159,Transfer,1,0,0,0,0,0,1,1,60.0,7,2,13924,1391
21160,Return_to_owner,0,0,1,0,0,0,1,1,24.0,5,15,13924,3040
21161,Return_to_owner,0,1,0,0,0,0,1,1,36.0,5,14,13924,22298
21162,Transfer,0,0,0,0,1,1,0,0,0.0,4,15,2772,22298
21163,Adoption,0,0,0,1,0,0,1,0,2.0,6,18,13924,22298
21164,Return_to_owner,0,0,1,0,0,1,0,1,60.0,6,18,13924,1391
21165,Return_to_owner,0,0,1,0,0,0,1,1,60.0,7,17,13924,1391
21166,Transfer,0,1,0,0,0,1,0,0,0.75,5,16,2292,22298
21167,Adoption,0,0,0,1,0,1,0,1,5.0,11,13,13924,22298
21168,Transfer,0,0,0,0,1,1,0,0,12.0,8,9,3212,22298
21169,Adoption,0,0,1,0,0,1,0,1,1.0,5,18,13924,22298
21170,Adoption,0,0,0,1,0,0,1,1,9.0,10,4,13924,3040
21171,Transfer,0,1,0,0,0,0,1,1,2.0,1,24,13924,3040
21172,Return_to_owner,0,0,1,0,0,0,1,1,36.0,12,14,13924,3040
21173,Return_to_owner,0,0,1,0,0,1,0,1,24.0,5,16,13924,22298
21174,Adoption,0,0,1,0,0,0,1,1,60.0,6,12,13924,22298
21175,Transfer,1,0,0,0,0,1,0,0,5.0,3,14,2292,22298
21176,Adoption,0,0,1,0,0,0,1,0,12.0,2,10,13924,22298
21177,Adoption,0,0,0,1,0,0,1,1,36.0,9,13,2772,1391
21178,Return_to_owner,0,1,0,0,0,0,1,1,12.0,12,13,13924,22298
21179,Adoption,0,0,1,0,0,1,0,1,12.0,6,3,3212,22298
21180,Adoption,0,0,1,0,0,1,0,1,2.0,10,11,2292,22298
21181,Adoption,0,0,0,1,0,0,1,1,36.0,9,16,13924,1391
21182,Transfer,0,1,0,0,0,1,0,1,1.0,5,17,2292,22298
21183,Adoption,0,0,1,0,0,0,1,1,12.0,7,12,13924,3040
21184,Transfer,1,0,0,0,0,0,1,1,12.0,1,24,13924,22298
21185,Adoption,0,0,0,1,0,0,1,1,24.0,8,17,13924,22298
21186,Transfer,0,0,0,0,1,1,0,0,0.5,6,5,3212,22298
21187,Transfer,0,0,1,0,0,0,1,1,144.0,5,14,13924,22298
21188,Adoption,0,0,0,1,0,0,1,1,2.0,5,9,13924,3040
21189,Transfer,1,0,0,0,0,0,1,0,2.0,12,11,13924,22298
21190,Adoption,0,0,1,0,0,1,0,1,3.0,12,17,2292,22298
21191,Transfer,0,1,0,0,0,1,0,0,3.0,11,10,3212,22298
21192,Adoption,0,0,1,0,0,1,0,1,3.0,12,11,2292,22298
21193,Transfer,0,0,1,0,0,0,1,0,3.0,11,7,2772,22298
21194,Transfer,1,0,0,0,0,1,0,1,1.0,7,13,3212,22298
21195,Adoption,0,0,1,0,0,0,1,1,10.0,3,13,13924,3040
21196,Return_to_owner,0,0,0,1,0,0,1,1,36.0,6,6,2772,22298
21197,Transfer,0,0,1,0,0,0,1,1,72.0,11,18,2772,1391
21198,Return_to_owner,0,0,1,0,0,0,1,1,12.0,12,17,2772,22298
21199,Transfer,0,1,0,0,0,1,0,0,4.0,8,9,2292,22298
21200,Adoption,0,0,1,0,0,0,1,1,2.0,5,6,13924,3040
21201,Adoption,0,0,1,0,0,0,1,1,144.0,12,2,13924,22298
21202,Transfer,0,0,1,0,0,0,1,1,5.0,8,5,13924,22298
21203,Died,1,0,0,0,0,1,0,0,1.0,10,16,3212,22298
21204,Return_to_owner,0,1,0,0,0,0,1,1,10.0,12,15,13924,3040
21205,Transfer,0,0,1,0,0,0,1,1,9.0,5,14,13924,22298
21206,Adoption,0,0,0,1,0,1,0,1,2.0,8,13,532,22298
21207,Adoption,0,0,1,0,0,1,0,1,6.0,10,18,2292,22298
21208,Adoption,0,0,1,0,0,0,1,1,12.0,11,16,13924,22298
21209,Transfer,1,0,0,0,0,1,0,0,24.0,10,3,13924,22298
21210,Adoption,0,1,0,0,0,0,1,1,5.0,12,11,13924,22298
21211,Transfer,0,0,0,0,1,1,0,0,24.0,11,9,3212,22298
21212,Return_to_owner,1,0,0,0,0,0,1,1,2.0,5,11,13924,22298
21213,Adoption,0,0,1,0,0,0,1,1,2.0,10,18,639,22298
21214,Transfer,1,0,0,0,0,1,0,0,12.0,8,9,3212,22298
21215,Return_to_owner,0,0,1,0,0,0,1,1,36.0,6,11,13924,3040
21216,Adoption,0,0,0,1,0,1,0,0,2.0,6,18,2772,22298
21217,Transfer,0,0,0,1,0,1,0,1,24.0,12,12,13924,22298
21218,Adoption,0,0,0,1,0,0,1,1,24.0,1,5,13924,22298
21219,Return_to_owner,0,1,0,0,0,0,1,1,6.0,11,15,2772,3040
21220,Adoption,0,0,0,1,0,1,0,1,2.0,7,16,13924,22298
21221,Transfer,1,0,0,0,0,1,0,0,24.0,5,13,3212,22298
21222,Return_to_owner,0,0,0,1,0,0,1,1,12.0,9,18,2292,3040
21223,Transfer,1,0,0,0,0,1,0,0,24.0,7,18,3212,22298
21224,Transfer,0,1,0,0,0,1,0,0,12.0,11,9,2772,1391
21225,Adoption,0,0,0,1,0,0,1,1,12.0,3,17,13924,1391
21226,Euthanasia,0,0,0,1,0,1,0,1,156.0,12,11,2292,22298
21227,Adoption,0,0,1,0,0,1,0,1,2.0,10,18,13924,22298
21228,Transfer,1,0,0,0,0,0,1,0,0.75,2,1,932,1391
21229,Adoption,0,0,1,0,0,1,0,1,12.0,4,1,13924,22298
